"address_line_1__v","latitude__v","longitude__v","postal_code__v","infusion_chairs__v","infusions_performed__v","npi_num__v","hco_name_cda__v"
"6651 Main St Ste F320","29.70871","-95.402720000000002","77030-2353","","","","Texas Childrens Hospital The Lester And Sue Smith Legacy Tower"
"2625 W Alameda Ave Ste 322","34.158009999999997","-118.32993999999999","91505-4822","","","","UCLA Burbank Neurology"
"1540 E Hospital Dr Fl 6","42.281829999999999","-83.728030000000004","48109-4000","","","","Pulmonary Clinic At Mott Childrens Hospital"
"200 Medical Center Plz Ste 365","34.070298000000001","-118.442836","90095-8344","","","","UCLA Pulmonology"
"6701 Fannin St Ste 610","29.706880000000002","-95.4024","77030-2609","","","","Texas Childrens Hospital Pediatric Dermatology"
"800 E 28th St","44.95458","-93.261309999999995","55407-3723","","","1588669840","Northwest Anesthesia PA"
"1500 Cooper St Fl 4","32.736939999999997","-97.342789999999994","76104-2710","","","","Cook Childrens Dodson Specialty Clinics"
"165 Cambridge St Ste 301","42.361710000000002","-71.065340000000006","02114-2751","","","","Mass General Hospital"
"200 Health Care Dr","38.902200000000001","-89.412030000000001","62246-1154","","","1205850690","HSHS Holy Family Hospital In Greenville"
"500 Discovery Dr Ste 302","36.73516","-76.223370000000003","23320-3871","","","1538214309","Chesapeake Pediatrics CHKD Health Center At Oakbrooke"
"5200 Centre Ave Ste 415","40.454940000000001","-79.94059","15232-1311","","","","UPMC Department Of Orthopedics Surgery"
"3101 SW Sam Jackson Park Rd","45.501159999999999","-122.68424","97239-3009","","","1982793139","Shriners Hospitals For Children-Portland"
"600 Oxford Dr Ste 200","40.429740000000002","-79.788079999999994","15146-2355","","","","UPMC Department Of Orthopedics Surgery"
"1280 E Stringham Ave","40.720640000000003","-111.85505000000001","84106-2490","","","","University Of Utah Hospital Cardiology Division"
"55 Fruit St","42.36262","-71.068299999999994","02114-2621","","","","Mass General Imaging Neuroradiology"
"3370 E Jefferson Ave","42.342218000000003","-83.013401999999999","48207-4236","","","","Henry Ford Medical Center-Harbortown"
"200 N Wolfe St","39.294159999999998","-76.59075","21287-0011","","","","Johns Hopkins Pediatrics"
"310 N 10th St","46.807729999999999","-100.77725","58501-4516","","","","The Heart And Lung Institute At St Alexius"
"1 Park St Fl 2","41.304639999999999","-72.936580000000006","06504-8901","","","","Yale Genetics"
"5520 Park Ave Ste 600","41.227420000000002","-73.242909999999995","06611-3466","","","","Yale New Haven Pediatric Specialty Center Trumbull"
"2100 Erwin Rd","36.007874000000001","-78.932745999999995","27705-3941","","","","Duke University Medical Center"
"2220 Pierce Ave Ste B1053","36.139800000000001","-86.802229999999994","37232-0021","","","","Vanderbilt Neurology"
"81 N Mario Capecchi Dr","40.771135000000001","-111.840154","84113-1125","","","1255795308","Primary Childrens Eccles Outpatient Services"
"55 Fruit St Ste 4B","42.36262","-71.068299999999994","02114-2621","","","","Rheumatology Associates"
"4037 NW 86th Ter","29.690550000000002","-82.433840000000004","32606-9281","","","","UF Health Cardiology Springhill"
"1005 Joe Dimaggio Dr Fl 4","26.018630000000002","-80.179259999999999","33021-5402","","","1164911764","Memorial Division Of Pediatric Interventional Cardiology"
"180 Fort Washington Ave","40.840690000000002","-73.941640000000007","10032-3722","","","","Cuimc Harkness Pavilion"
"10151 SE Sunnyside Rd Ste 380","45.43524","-122.56004","97015-5717","","","","Active Path Mental Health"
"333 Smith Ave N","44.942889999999998","-93.107529999999997","55102-2344","","","1891738282","United Hospital Primary Care Practice"
"2510 E Dupont Rd Ste 226","41.177140000000001","-85.110640000000004","46825-1603","3","Yes/True","1124297379","Fort Wayne Neurological Center North Office"
"10833 Le Conte Ave Rm A2-383","34.083005999999997","-118.394769","90095-1752","","","1255660171","UCLA Pediatric Nephrology"
"15300 E Mississippi Ave","39.69623","-104.80927","80017-3026","","","1619467412","UC Health Emergency Room Aurora Central"
"100 Woods Rd","41.087679999999999","-73.803889999999996","10595-1530","","","1912131392","Westchester Medical Center Advanced Physicians Services"
"523 E 72nd St","40.76643","-73.952340000000007","10021-4099","","","1104902972","Foot And Ankle Orthopedics Surgery PC"
"321 Middlefield Rd Ste 225","37.455959999999997","-122.16842","94025-4010","","","","Stanford Childrens Health Specialty Services-Menlo Park"
"259 E Erie St","41.893970000000003","-87.620660000000001","60611-2987","","","","Northwestern Memorial Physicians Group"
"35 Convent Dr","39.108319000000002","-77.135411000000005","20892","","","","NIH John Edward Porter Neuroscience Center"
"7690 Discovery Dr Unit 3500","39.360790000000001","-84.366972000000004","45069-6556","","","","UC Physicians Neurology"
"1825 4th St","37.766350000000003","-122.39019","94143-2350","","","","Elysa Marco MD Practice"
"332 N Trade St Ste 1200","35.119129999999998","-80.718220000000002","28105-1728","","","","Neurosciences Institute-Neurology Matthews"
"16101 Evans St","41.290610000000001","-96.165480000000002","68116-6447","","","","CHI Health Orthopedics (161st W Maple)"
"2160 S 1st Ave 1700","41.861660000000001","-87.833489999999998","60153-3328","","","","Lumc Orthopedics Surgery And Rehabilitation"
"4723 E Douglas Ave","37.686512","-97.280939000000004","67218-1012","","","1013441930","Freestate Healthcare"
"201 W Layton Pkwy","41.052480000000003","-111.96935999999999","84041-3692","","","1417460205","Layton Hospital"
"100 N Mario Capecchi Dr","40.770659999999999","-111.83922","84113-1103","","","","PCMC Neurosurgery"
"714 N Senate Ave Ste 120","39.777340000000002","-86.163560000000004","46202-3297","","","","IU Health Physicians Sleep Medicine"
"362 W 15th St Ste 3200","39.786976000000003","-86.164963","46202-2266","","","","IU Health Physicians Neurosurgery"
"543 Taylor Ave","39.9786","-82.962869999999995","43203-1278","","","","OSU Wexler Medical Center Outpatient Care East"
"401 E Chestnut St Unit 480","38.248089999999998","-85.746740000000003","40202-5704","","","","UOFL Physicians Pulmonary Unit 480"
"7777 Forest Ln Ste C300J","32.910989999999998","-96.772999999999996","75230-2604","","","","Cardiology Specialists Of North Texas PLLC Ste C300j"
"13100 E 136th St Ste 3200A","39.986840000000001","-85.928780000000003","46037-9811","","","","IU Health Sleep Disorders Center"
"110 Lockwood St Fl 5","41.811777999999997","-71.411270000000002","02903-4801","","","","Brown University Department Of Neurology"
"5834 Harbour View Blvd","36.871116000000001","-76.4422","23435-3876","","","","CHKD Health Center At Harbour View-Suffolk"
"7550 Greenbriar Dr Ste 5-330","29.700502","-95.407877999999997","77030-4508","","","","Houston Methodist Coordinated Care"
"3055 Roslyn St Unit 200","39.760300000000001","-104.9006","80238-3324","","","1689233645","University Of Colorado Hospital Authority"
"150 Bergen St 245","40.740203000000001","-74.192513000000005","07103","","","1023266962","University Hospital Multi Specialty Practice"
"6560 Fannin St Fl 9","29.71078","-95.400480000000002","77030","","","","Houston Methodist Neurological Institute"
"4110 Briargate Pkwy Ste 140","38.967449999999999","-104.75315000000001","80920-7836","","","","Uchealth Neurology-Memorial Hospital North"
"14567 Madison Rd","41.472459999999998","-81.049400000000006","44062-9499","","","","Middlefield Das Deutsch Center"
"3401 Civic Center Blvd","39.948439999999998","-75.194699999999997","19104-4319","","","","Chop Division Of Cardiology"
"3920 N Union Blvd","38.887529999999998","-104.78753","80907-4900","","","","Premier Medical Offices"
"800 Boylston St Ste 1150","42.34751","-71.08135","02199","","","","Mass General Brigham ACO LLC"
"660 Ackerman Rd Fl 6","40.01885","-83.03058","43202-4500","","","","The Ohio State Health ACO LLC"
"118 E 2nd St Ste W1150","42.134529999999998","-80.085809999999995","16507-1502","","","","Diabetes At Pediatric Endocrinology In Erie"
"575 Riley Hospital Dr","39.776530000000001","-86.180790000000002","46202-5272","","","","Riley Pediatric Neurology"
"1430 Harrisburg Pike","40.061979999999998","-76.339150000000004","17601-2615","","","","Penn State Health Childrens Lancaster Pediatric Center"
"2817 S Mayhill Rd Ste 115","33.175629999999998","-97.088170000000005","76208-5967","","","","Neurology And Neuromuscular Care Center"
"7000 W Palmetto Park Rd Ste 201","26.349540000000001","-80.155119999999997","33433-3430","","","","Complete Neurological Care Boca Raton"
"127 S San Vicente Blvd A3600","34.074579999999997","-118.37869000000001","90048-3311","","","","Smidt Heart Institute"
"55 Fruit St Ste 435","42.36262","-71.068299999999994","02114-2621","","","","Mass General Surgery Plastic And Reconstructive Surgery"
"7619 Branford Pl Ste 250","29.588183999999998","-95.643283999999994","77479-1104","","","1255070843","Texas Lung And Sleep Associates PLLC"
"405 Meadowlands Dr","36.059629999999999","-79.075829999999996","27278-8503","","","","Rare Disease Research Raleigh-Durham"
"1971 SW 172nd Ave Ste 500","25.989792999999999","-80.375991999999997","33029-5592","","","","Memorial Division Of Pediatric Cardiology"
"7140 Marina Pacifica Dr S","33.759610000000002","-118.11659","90803-3818","","","","Matthew Hakimi MD Private Practice"
"22 Bramhall St","43.652839999999998","-70.274950000000004","04102-3134","","","1629325659","MMC Heart Failure Program"
"1600 SW Archer Rd M509","29.639800000000001","-82.342709999999997","32610-3003","","","","University Of Florida College Of Medicine"
"2000 SW Archer Rd","29.636849999999999","-82.350200000000001","32608-1136","","","","University Of Florida And Shands Neurology"
"3333 Burnet Ave","39.140659999999997","-84.501000000000005","45229-3026","","","","Cincinnati Childrens Hospital Medical Center Cardiology"
"2000 SW Archer Rd","29.63702","-82.350160000000002","32608-1136","","","","University Of Florida And Shands Pediatric Inflammatory Bowel Disease Clinic"
"8300 Floyd Curl Dr","29.516825999999998","-98.585566","78229-3931","","","","UT Medicine San Antonio"
"26901 76th Ave","40.752690000000001","-73.707499999999996","11040-1433","","","","CCMC Department Of Pediatrics Critical Care"
"140 Fountain Pkwy N Ste 600","27.89292","-82.659949999999995","33716-1274","","","","VISN 8 VA Sunshine Healthcare Network"
"3959 Broadway","40.839959999999998","-73.940950000000001","10032-1559","","","1619325677","New York Presbyterian Hospital-Morgan Stanley Childrens Hospital"
"170 William St","40.710749999999997","-74.005129999999994","10038-2612","1","Yes/True","1629036751","New York Downtown Hospital-Emergency Services"
"1400 8th Ave","32.729669999999999","-97.345590000000001","76104-4110","","","","Baylor Scott And White Transplant Services-Fort Worth"
"355 W 16th St","39.78763","-86.165459999999996","46202-2207","","","","The Indiana University ALS Center At IU Health"
"1500 E Medical Center Dr","42.28481","-83.727670000000003","48109-5000","","","","The University Of Michigan Health System ALS Clinic"
"4320 Seminary Rd","38.822049999999997","-77.105670000000003","22304-1535","","","1922048230","Alexandria Perinatal Diagnostic Center"
"601 5th St S Ste 5","27.763870000000001","-82.640389999999996","33701-4804","","","1770532798","Johns Hopkins All Childrens Outpatient Care Center-St Petersburg"
"1365 S Germantown Rd","35.111989999999999","-89.802890000000005","38138-2225","","","","The ALS Clinic Of The Midsouth"
"777 Mazzuchelli Pl","42.493270000000003","-90.672470000000004","52001-7359","","","","Dubuque Mazzuchelli Street"
"10803 Falls Road","39.438634","-76.640096","21093","","","","Johns Hopkins Medicine-Green Spring Station"
"1600 Rockland Rd","39.779409999999999","-75.555530000000005","19803-3607","","","","Nemours Childrens Hospital Delaware-Department Of Endocrinology"
"2121 Old Gatesburg Rd Ste 100","40.777940000000001","-77.899339999999995","16803-2290","","","","Mount Nittany Medical Center Health Services Inc"
"2425 Stockton Blvd","38.55301","-121.45544","95817-2215","","","1114415361","Shriners Hospitals For Children"
"3400 Civic Center Blvd Fl 2","39.948689999999999","-75.192899999999995","19104-5127","","","","Penn Transplant Institute-Liver Transplant"
"77 Cadillac Dr Ste 101","38.572609999999997","-121.4182","95825-8337","","","","UC Davis Pediatric Heart Center"
"727 N Main St","36.70214","-77.535690000000002","23847-1274","1","Yes/True","1104461276","Bon Secours-Southern Virginia Medical Center"
"937 Highland Blvd Ste 5320","45.6693","-111.01759","59715-6916","","","1851955264","Bozeman Health Pediatric Clinic"
"4723 E Douglas Ave","37.686512","-97.280939000000004","67218-1012","","","1407242241","Vigilias LLC"
"4800 Sand Point Way NE Mb.7.420","47.66281","-122.28223","98105-3901","","","","Seattle Childrens-Neurology"
"4800 Sand Point Way NE Oc.7.720","47.66281","-122.28223","98105-3901","","","","Seattle Childrens-Pulmonary"
"4800 Sand Point Way NE Ob.8.410","47.66281","-122.28223","98105-3901","","","","Seattle Childrens-Rehabilitation Medicine"
"333 Longwood Ave Fl 2","42.338619999999999","-71.105289999999997","02115-5711","","","","Division Of Endocrinology"
"3800 Reservoir Rd NW","38.912019999999998","-77.075310000000002","20007-2113","","","1427145176","Medstar Georgetown University Hospital"
"5555 W Las Positas Blvd","37.692117000000003","-121.880065","94588-4000","","","1144389941","Stanford Healthcare-Valleycare"
"1425 Portland Ave","43.192920000000001","-77.585700000000003","14621-3011","","","1063531929","Rochester General Hospital"
"1450 Chapel St","41.310290000000002","-72.943550000000002","06511-4405","","","1912024605","Yale New Haven Hospital Saint Raphael Campus"
"34800 Bob Wilson Dr","32.72486","-117.14646999999999","92134-1098","","","1255430203","Naval Medical Center San Diego"
"4201 Saint Antoine St","42.354142000000003","-83.053521000000003","48201-2153","","","1619289998","DMC Detroit Receiving Hospital And University Health Center"
"400 E Main St","41.196399999999997","-73.72578","10549-3417","","","1912992215","Northern Westchester Hospital"
"700 19th St S","33.505029999999998","-86.801320000000004","35233-1927","","","1043269046","Birmingham Veterans Affairs Medical Center"
"301 Prospect Ave","43.05592","-76.14949","13203-1807","","","1508815333","Saint Josephs Hospital Health Center"
"14 Prospect St","42.133200000000002","-71.528700000000001","01757-3003","","","1477527497","Milford Regional Medical Center"
"1000 Johnson Ferry Rd NE","33.908859999999997","-84.354089999999999","30342","","","1215098405","Northside Hospital Atlanta"
"5808 W 110th St","38.93018","-94.652010000000004","66211-2504","","","1154400232","Childrens Mercy Hospital Kansas"
"620 Skyline Dr","35.639060000000001","-88.832070000000002","38301-3923","","","1164786257","Jackson-Madison County General Hospital"
"200 Hawkins Dr","41.659930000000003","-91.548100000000005","52242-1009","","","1326589482","Iowa Healthcare-Stead Family Childrens Hospital-Pediatrics"
"2475 Saint Raymonds Ave","40.840209999999999","-73.848429999999993","10461-3124","","","1851340608","New York Westchester Square Medical Center"
"399 Revolution Dr","42.391930000000002","-71.078530000000001","02145-1484","","","","Mass General Brigham"
"11700 N Meridian St","39.959290000000003","-86.159440000000004","46032-4656","","","1568492916","IU Health North Hospital-Carmel"
"275 Collier Rd NW Ste 500","33.808579999999999","-84.397199999999998","30309-1711","","","1831376292","Piedmont Heart Of Buckhead"
"1635 Aurora Ct Ste 4200","39.7423","-104.83945","80045","","","","Uchealth The Spine Center-Anschutz Medical Campus"
"106 Irving St NW Ste 4200","38.929630000000003","-77.013649999999998","20010-2972","","","","Medstar Medical Group At Medstar Washington Hospital Center-Internal Medicine"
"1005 Joe Dimaggio Dr","26.018630000000002","-80.179259999999999","33021-5402","","","","Joe Dimaggio Childrens Hospital"
"2600 Ottawa Rd","37.40954","-95.708370000000002","66757-1897","","","1669441176","Wilson Medical Center"
"1505 Marriottsville Rd","39.327865000000003","-76.899071000000006","21104-1301","","","","Bon Secours Health System Inc"
"1800 E Park Ave","40.819040000000001","-77.843249999999998","16803-6701","","","","Mount Nittany Health System"
"10628 Park Rd","35.091970000000003","-80.871170000000006","28210-8407","","","1417432840","Atrium Health Pineville"
"810 Vermont Ave NW","38.903399999999998","-77.027100000000004","20420-0001","","","1922209295","US Department Of Veterans Affairs Health System"
"213 State Route 245","42.751139999999999","-77.248609999999999","14544-9604","","","1366409732","Valley View Family Practice Associates LLP"
"301 E Main St","40.725850000000001","-73.241609999999994","11706-8408","","","","Ssh Department Of Pediatrics"
"4039 Genesee St","42.930280000000003","-78.736379999999997","14225-1904","","","","Buffalo Hospital Supply"
"4638 State Route 245","42.803510000000003","-77.126130000000003","14561-9580","","","","Valley View Family Practice"
"180 Fort Washington Ave","40.840690000000002","-73.941640000000007","10032","","","","Columbia Doctors Child Neurology Harkness Pavilion"
"1701 Mercy Health Pl","39.169130000000003","-84.464879999999994","45237-6147","","","","Bon Secours Mercy Health System"
"2111 W Swann Ave Ste 204","27.937919999999998","-82.481620000000007","33606-2478","","","1316567472","Radically Open Dbt Tampa LLC"
"11958 W Broad St Fl 5","37.657170000000001","-77.626289999999997","23233-1007","","","1659953636","VCU Health Ambulatory Surgery Center At Short Pump"
"7460 Wolf River Blvd Ste 200","35.11544","-89.813659999999999","38138-1760","","","","Specialty Physicians Group LLC Admin Office"
"9000 Rockville Pike","39.110275000000001","-77.142420000000001","20892-0001","","","","National Cancer Institute Admin"
"1211 Medical Center Dr","36.142409999999998","-86.801599999999993","37232-0004","","","","Vanderbilt Medical Center Distributor"
"815 Market St","29.309699999999999","-94.776790000000005","77550-2725","","","1669513941","Shriners Childrens Texas"
"789 Howard Ave","41.30265","-72.935149999999993","06519-1304","","","","Yale New Haven Hospital Womens Center"
"1001 Blythe Blvd Ste C","35.204999999999998","-80.838030000000003","28203","","","","Levine Childrens Specialty Center-Nephrology"
"2648 Main St Ste A","32.595109999999998","-117.07624","91911-4664","","","1093809139","Jose Ramiro Lopez MD"
"720 20th St S Ste 230","33.504919999999998","-86.800259999999994","35233-2032","","","","UAB Department Of Genetics-Kaul Human Genetics Bldg"
"81 N Mario Capecchi Dr Fl 2","40.771135000000001","-111.840154","84113-1125","","","1487018057","Eccles Primary Childrens Outpatient Services"
"4800 Sand Point Way NE Rc-504","47.664160000000003","-122.28332","98105-3901","","","1477622595","Seattle Childrens Hospital Intensive Care Unit"
"2900 Campus Way N","38.919539999999998","-76.850030000000004","20706-2892","","","","Childrens National Prince Georges"
"2220 N Druid Hills Rd NE","33.829622000000001","-84.332570000000004","30329-3117","","","","Childrens Physicians Group-Neonatology"
"400 E 1st St","45.585230000000003","-95.905119999999997","56267-1408","","","","Minneapolis Heart Institute-Morris ( Stevens Community Medical Center )"
"271 Medical Park Blvd","36.584739999999996","-82.252200000000002","37620-7455","","","","Wellmont Cva Heart Institute In Bristol"
"21216 Northwest Fwy Ste 250","29.925630000000002","-95.632729999999995","77429-4778","","","1992842140","Northwest Houston Surgical Association"
"3737 Southern Blvd Lvl D Ste 3000","39.691910999999998","-84.155032000000006","45429","","","","Kettering Physicians Network Advanced Heart Failure"
"102 Mason Farm Rd Fl 2","35.902099999999997","-79.056020000000004","27514-4617","","","","UNC Orthopedics"
"1501 N Cedar Crest Blvd","40.612749999999998","-75.531270000000006","18104-2309","","","","Penn Liver Transplant Clinic Lehigh Valley"
"3113 Bellevue Ave Ste 2400","39.135890000000003","-84.504469999999998","45219-0020","","","","UC Gardner Neuroscience Institute Acupuncture"
"7200 Cambridge St Fl 1","29.69905","-95.393839999999997","77030-4202","","","","Baylor St Lukes Medical Center-Emergency Department"
"12500 Dallas Pkwy Fl 2","33.181899999999999","-96.837289999999996","75033-4231","","","","UT Southwestern Frisco"
"300 Meadowmont Village Cir Ste 202","35.904339999999998","-79.011849999999995","27517-7518","","","","UNC Hospitals Neurology Clinic"
"6011 Farrington Rd Ste 101","35.910969999999999","-78.982519999999994","27517-8169","","","","UNC Childrens Neurology Clinic"
"19200 Jamboree Rd","33.664239999999999","-117.85595000000001","92612-2570","","","","Joe C Wen And Family Center For Advanced Care"
"9000 Rockville Pike","39.108319000000002","-77.135411000000005","20892-0001","","","1578892469","National Institute Of Health"
"50 N Medical Dr","40.772979999999997","-111.83672","84132-0001","","","","Pediatric Cardiology-University Of Utah Hospital"
"75 Francis St","42.336109999999998","-71.107479999999995","02115-6110","","","","Brigham And Womens Hospital Department Of Medicine"
"3471 5th Ave Ste 815","40.440460000000002","-79.960660000000004","15213-3221","","","","University Of Pittsburgh Physicians Department Of Neurology"
"1001 Blythe Blvd Ste 200","35.204990000000002","-80.838179999999994","28203-5865","","","1447573209","Atrium Health Levine Childrens Specialty Center Pediatric Surgery"
"414 Paoli Pike","40.01193","-75.5304","19355-3311","","","1396850368","Bryn Mawr Rehabilitation Hospital"
"1316 E 7th St","41.369030000000002","-85.035719999999998","46706-2538","","","1598001497","Parkview Dekalb Hospital"
"1695 Eastchester Rd","40.846200000000003","-73.844989999999996","10461-2374","","","1962666297","Montefiore Institute Of Womens Health Genetics And Human Reproduction"
"57 Prospect St","41.275289999999998","-70.100849999999994","02554-4345","","","1447214622","Nantucket Cottage Hospital"
"700 Childrens Dr","39.95252","-82.979309999999998","43205-2664","","","","Nationwide Childrens Hospital-Childrens Radiological Institute Inc"
"801 Middleford Rd","38.642330000000001","-75.605329999999995","19973-3636","","","1245214477","Tidalhealth Nanticoke"
"909 Fulton St SE","44.970230000000001","-93.225543999999999","55455-4800","","","","M Health Fairview Clinics And Surgery Center-Minneapolis Neurosurgery Clinic"
"8300 Floyd Curl Dr Fl 8","29.515280000000001","-98.581649999999996","78229-3931","","","1689906539","UT Health Medical Arts And Research Center-Neurology"
"700 SW Campus Dr","45.498249999999999","-122.68565","97239-3107","","","","OHSU Doernbecher Childrens Hospital Marquam Hill"
"6410 Fannin St Ste 500","29.714410000000001","-95.397890000000004","77030-3005","","","","UT Physicians Administration"
"32 Strawberry Hill Ct Ste 41042","41.06474","-73.534940000000006","06902-2778","","","1073817656","Connecticut GI Strawberry Hill"
"9515 Holy Cross Ln","38.62529","-89.524389999999997","62230-3618","","","1205469350","HSHS St Josephs Hospital Breese"
"3315 Berrywood Dr Ste 201","38.959530000000001","-92.287980000000005","65201-6571","","","","Cosmopolitan International Diabetes And Endocrinology Center"
"140 High St C Level","42.105319999999999","-72.579560000000001","01105-1442","","","","Baystate General Pediatrics-Springfield-High Street"
"7700 Arlington Blvd Ste 5101","38.866340000000001","-77.208410000000001","22042-5190","","","","Defense Health Agency Health System"
"251 E Huron St","41.894660000000002","-87.620949999999993","60611-2908","","","1346235314","Northwestern Medical Faculty Foundation"
"807 Childrens Way","30.31298","-81.663160000000005","32207-8426","","","1437720414","Nemours Childrens Health Jacksonville"
"31700 Temecula Pkwy","33.479640000000003","-117.10494","92592-5896","","","1679816201","Temecula Valley Hospital"
"111 Michigan Ave NW","38.927689999999998","-77.013750000000002","20010-2916","","","","Childrens National Hospital-Mental Health"
"101 The City Dr S","33.786470000000001","-117.88972","92868-3201","","","","University Of California At Irvine Health Admin Office"
"601 Elmwood Ave","43.124400000000001","-77.623679999999993","14642-0001","","","","University Of Rochester Medical Center Health System"
"3430 Ohio Health Pkwy","40.018754000000001","-83.011050999999995","43202-1575","","","","Ohiohealth"
"800 Prudential Dr","30.315480000000001","-81.663319999999999","32207-8202","","","1710326947","Baptist Health Of Northeast Florida Administration"
"300 Pasteur Dr","37.433","-122.17588000000001","94304-2203","","","","Stanford Medicine Healthcare"
"4535 Dressler Rd NW","40.846760000000003","-81.435419999999993","44718-2545","","","","US Acute Care Solutions"
"151 W Galbraith Rd","39.212820000000001","-84.480879999999999","45216-1015","","","1538440904","Encompass Health Rehabilitation Hospital Of Cincinnati"
"9850 Key West Ave","39.10051","-77.210489999999993","20850-3960","","","","Childrens National-Montgomery County"
"3599 Rainbow Blvd Ste 158","39.060490000000001","-94.613029999999995","66103-2078","","","1609816560","Ku Center For Multiple Sclerosis Care"
"700 Childrens Dr","39.95252","-82.979309999999998","43205-2664","","","","Nationwide Childrens Hospital Pharmacy"
"1 Gustave L Levy Pl","40.790379999999999","-73.953389999999999","10029-6504","","","1831227925","The Mount Sinai Hospital"
"9500 Gilman Dr Dept 0531 Fl 4","32.875070000000001","-117.23618999999999","92093-0531","","","1992085088","University Of California San Diego"
"2000 Marcus Ave","40.759300000000003","-73.699269999999999","11042-1069","","","","Northwell Health Foundation Central Office"
"110 Free St","43.654907999999999","-70.261253999999994","04101-3908","","","","Mainehealth"
"525 E 68th St","40.764173999999997","-73.955338999999995","10065-4870","","","","New York Presbyterian Healthcare System"
"403 E 34th St Fl 4","40.743774000000002","-73.973495999999997","10016-4972","","","","NYU Cardiovascular Genetics Program"
"70 E 90th St","40.78293","-73.956209999999999","10128-1233","","","1891739132","Maternal Fetal Medicine Associates"
"330 Brookline Ave","42.339790000000001","-71.104879999999994","02215-5400","","","","Beth Israel Deaconess Clinical Pathology"
"630 W 168th St","40.841416000000002","-73.940575999999993","10032-3725","","","","New York Presbyterian Columbia University Medical Center Admin"
"660 S Euclid Ave","38.634652000000003","-90.263358999999994","63110-1010","","","1992746903","Washington University Medicine Admin"
"8701 Darrow Rd","41.302118","-81.440341000000004","44087-2105","","","","Cleveland Clinic Twinsburg Family Health And Surgery Center"
"9500 Euclid Ave","41.502890000000001","-81.620620000000002","44195-0001","","","1770600389","Cleveland Clinic Main Campus"
"13001 N Outer 40 Rd Ste 1E","38.634188000000002","-90.507446999999999","63017-5941","","","1710909486","St Louis Childrens Hospital Specialty Care Center-West County"
"5323 Harry Hines Blvd","32.812480000000001","-96.842209999999994","75390-7208","","","1083669766","The University Of Texas Southwestern Medical Center"
"20 Duke Medicine Cir","36.004390000000001","-78.936049999999994","27710-2000","","","1336416460","Duke Cancer Center"
"3920 Dutchmans Ln","38.231679999999997","-85.63655","40207-4702","","","1679222632","UOFL Health-Medical Center East"
"2101 E Jefferson St # 6217","39.050179999999997","-77.126499999999993","20852","","","1730254681","Kaiser Foundation Health Plan Of The Mid-Atlantic States Inc Admin Office"
"127 S San Vicente Blvd Ste A6600","34.074579999999997","-118.37869000000001","90048-3311","","","","Cedars Sinai Neurology Pavilion"
"114 Woodland St","41.774949999999997","-72.697819999999993","06105-1208","","","1407833486","St Francis Hospital And Medical Center"
"22 Bramhall St","43.652670000000001","-70.274770000000004","04102-3134","1","Yes/True","1760436216","Maine Medical Center"
"4650 W Sunset Blvd","34.09787","-118.29062999999999","90027-6062","","","1124073366","Childrens Hospital Los Angeles"
"2500 N State St","32.328710000000001","-90.175460000000001","39216-4500","","","1154317527","University Of Mississippi Medical Center"
"601 Childrens Ln","36.861870000000003","-76.301850000000002","23507-1910","","","1912919481","Childrens Hospital Of The Kings Daughters"
"640 Jackson St","44.954459999999997","-93.094250000000002","55101-2502","","","1154359917","Regions Hospital"
"200 W Arbor Dr","32.754930000000002","-117.16674","92103-1911","","","1184722779","UC San Diego Medical Center"
"5645 Main St","40.747309999999999","-73.826156999999995","11355-5045","","","1952347205","New York Presbyterian Queens"
"2211 Lomas Blvd NE","35.087859999999999","-106.61851","87106-2719","","","1770841728","University Of New Mexico Hospital"
"300 Community Dr","40.777070000000002","-73.701419999999999","11030-3816","","","1942666557","North Shore University Hospital"
"2800 Clay Edwards Dr","39.149560000000001","-94.551599999999993","64116-3220","","","1558544981","North Kansas City Hospital"
"700 West Ave S","43.804070000000003","-91.240309999999994","54601-4783","","","1801874227","Mayo Clinic-La Crosse WI"
"29000 Center Ridge Rd","41.436529999999998","-81.944509999999994","44145-5219","","Yes/True","1841264868","University Hospitals St John Medical Center"
"5121 S Cottonwood St","40.660285999999999","-111.89379099999999","84107-5701","","","1245928282","Intermountain Medical Center"
"1701 N Senate Blvd","39.789594999999998","-86.165591000000006","46202-1239","","","1144266024","IU Health Methodist Hospital"
"4050 Coon Rapids Blvd NW","45.183070000000001","-93.369720000000001","55433-2522","","","1316904287","Mercy Hospital"
"404 W Fountain St","43.652320000000003","-93.373159999999999","56007-2437","","","1346258100","Mayo Clinic Albert Lea"
"1324 Lakeland Hills Blvd","28.060870000000001","-81.953479999999999","33805-4543","16","Yes/True","1144228446","Lakeland Regional Health Medical Center"
"1700 N Wheeling St","39.741390000000003","-104.83006","80045-7207","","","1841372752","Rocky Mountain Regional VA Medical Center"
"6701 Fannin St Fl 9","29.706880000000002","-95.4024","77030","","","","Texas Childrens Hospital FL 9"
"150 Bergen St","40.74015","-74.192369999999997","07103-2496","","","1215998323","Rutgers Health University Hospital"
"325 Maine St","38.978879999999997","-95.248980000000003","66044-1360","","","1831217991","Lawrence Memorial Hospital"
"701 10th St SE","41.978520000000003","-91.656120000000001","52403-1251","","","1669617106","Mercy Medical Center-Cedar Rapids"
"3901 Rainbow Blvd","39.056150000000002","-94.610619999999997","66160-8500","","","","University Of Kansas Medical Center Department Of Neurology"
